,ra_bench,ra_sorcha,dec_bench,dec_sorcha,vlam_bench,vlam_sorcha,vbeta_bench,vbeta_sorcha,mag_bench,mag_sorcha,H,e,P_vdp_bench,P_vdp_sorcha,P_d2_bench,P_d2_sorcha,sky_sep_deg,dv_deg_day,dmag,dP_vdp,dP_d2
S00000lJa,310.3309,310.272,-21.0127,-21.0336,-0.2621,-0.2672,-0.0292,-0.026,22.3793,22.4744,18.396,0.4804,0.0037,0.0186,0.5,1.0,0.0589,0.0059,0.0951,0.0148,0.5
S00006TBa,315.8695,315.8157,-2.3214,-2.3623,-0.3741,-0.385,-0.1404,-0.1372,24.4194,24.5104,22.093,0.3691,0.9858,1.0,0.99,1.0,0.0675,0.0114,0.091,0.0142,0.01
S0000b8ka,251.386,251.4391,-19.6121,-19.6341,0.8137,0.7898,-0.2326,-0.2301,23.3721,23.5283,22.687,0.5906,1.0,0.9865,0.97,0.96,0.0547,0.024,0.1562,-0.0135,-0.01
S00000Qia,247.7896,247.7933,-52.6967,-52.6936,0.0327,0.0268,0.0442,0.0468,23.9932,24.0961,19.486,0.6215,0.0171,0.0045,0.73,0.76,0.0038,0.0064,0.1029,-0.0127,0.03
S00000xVa,318.48,318.4387,-8.4316,-8.4511,-0.2654,-0.2715,-0.0397,-0.0378,23.2451,23.3593,18.949,0.4737,0.0056,0.0181,0.01,0.03,0.0453,0.0063,0.1142,0.0125,0.02
S0000x6Sa,313.5486,313.4745,-15.0978,-15.0851,-0.2656,-0.2935,0.1369,0.1499,23.4335,23.4162,24.04,0.4793,0.0199,0.0315,0.11,0.47,0.0726,0.0308,-0.0173,0.0117,0.36
S0000259a,267.2204,267.2077,-21.1182,-21.1244,-0.0904,-0.0985,-0.0563,-0.0539,23.4545,23.44,20.607,0.568,0.0024,0.0135,1.0,1.0,0.0135,0.0085,-0.0145,0.0111,0.0
S00000opa,334.309,334.2248,1.3569,1.3328,-0.3373,-0.3442,0.0302,0.0321,22.5306,22.5762,18.541,0.6208,0.9564,0.967,0.9,1.0,0.0876,0.0071,0.0457,0.0105,0.1
S00000wba,289.3759,289.3293,-24.033,-24.0309,-0.1993,-0.2017,0.0364,0.0385,23.9704,24.0995,18.884,0.7522,0.0016,0.0121,1.0,1.0,0.0427,0.0032,0.1291,0.0105,0.0
S00008Bna,20.1437,20.1483,-6.4419,-6.5734,-0.1458,-0.1732,-0.4085,-0.3997,23.2225,23.2864,22.367,0.2148,0.0154,0.0258,0.3,0.61,0.1316,0.0288,0.0639,0.0103,0.31
S00002rTa,282.3407,282.3181,-6.6968,-6.695,-0.1968,-0.2072,0.0335,0.0347,23.5662,23.6204,20.809,0.3969,0.0188,0.0292,1.0,1.0,0.0225,0.0104,0.0542,0.0103,0.0
S00002R1a,306.6596,306.5952,-27.7347,-27.745,-0.2608,-0.2667,0.0147,0.0201,23.7075,23.7352,20.999,0.7756,0.0095,0.019,1.0,1.0,0.0579,0.008,0.0277,0.0095,0.0
S00000efa,17.4103,17.343,-3.3625,-3.395,-0.2344,-0.2441,-0.0143,-0.011,21.9606,21.9614,17.873,0.6263,0.0108,0.0202,1.0,1.0,0.0746,0.0103,0.0008,0.0094,0.0
S0000gw7a,1.7252,1.6353,-2.652,-2.6341,-0.2248,-0.2496,0.1609,0.1707,23.6957,23.6823,23.177,0.4654,0.005,0.0143,0.08,0.13,0.0916,0.0266,-0.0134,0.0093,0.05
S00000Mda,311.8141,311.7444,-20.2289,-20.2514,-0.3079,-0.3146,-0.0216,-0.0178,22.6213,22.7093,19.385,0.5384,0.9907,1.0,1.0,1.0,0.0692,0.0077,0.088,0.0093,0.0
S00001Oaa,8.4691,8.4099,-12.963,-13.0335,-0.2783,-0.2899,-0.1389,-0.1344,23.7036,23.6614,20.432,0.392,0.0467,0.0558,0.99,1.0,0.0912,0.0125,-0.0422,0.0091,0.01
S00001Jya,254.296,254.322,-35.6064,-35.6026,0.3672,0.3483,0.0976,0.1017,21.7421,21.764,20.38,0.3309,0.0115,0.0028,0.32,0.25,0.0215,0.0193,0.0219,-0.0087,-0.07
S000024Na,339.3354,339.2813,2.9486,2.8425,-0.3411,-0.3586,-0.3064,-0.2999,21.5314,21.6264,20.604,0.4289,0.0183,0.0268,0.2,0.22,0.119,0.0187,0.095,0.0086,0.02
S00000V7a,347.0578,346.9749,0.8442,0.8349,-0.3062,-0.3169,0.0898,0.0935,22.5697,22.5507,19.595,0.3068,0.9923,1.0,0.58,0.64,0.0834,0.0112,-0.019,0.0077,0.06
S00000ula,356.4175,356.3646,-4.6227,-4.6649,-0.2535,-0.261,-0.0713,-0.0688,23.2627,23.322,18.811,0.6407,0.006,0.0135,0.05,0.11,0.0675,0.0079,0.0592,0.0075,0.06
S0000sqBa,27.1182,27.1174,-12.2942,-12.3902,-0.0993,-0.1401,-0.2573,-0.244,23.9101,23.8339,23.85,0.1497,0.0292,0.0217,0.16,0.7,0.0959,0.0429,-0.0762,-0.0075,0.54
S00000vna,260.7247,260.7191,-23.518,-23.5297,-0.0586,-0.068,-0.1912,-0.1897,21.8785,21.8797,18.852,0.7891,0.019,0.0263,0.99,1.0,0.0128,0.0096,0.0012,0.0073,0.01
S00002Cza,266.2604,266.2599,-50.8481,-50.842,-0.0078,-0.0194,0.231,0.2314,24.0557,24.05,20.893,0.4182,0.0178,0.0108,0.75,0.94,0.0061,0.0116,-0.0057,-0.007,0.19
S00001joa,263.3543,263.3585,-49.7456,-49.7395,0.1101,0.1009,0.2343,0.2347,23.8982,23.999,20.035,0.7469,0.0154,0.0223,0.07,0.07,0.0067,0.0091,0.1008,0.0069,0.0
S00001lwa,287.672,287.6686,-56.9643,-56.9601,-0.0756,-0.0858,0.2599,0.2586,23.7755,23.7856,20.067,0.7976,0.0215,0.0284,0.36,0.47,0.0045,0.0103,0.0101,0.0068,0.11
S0000uV1a,309.887,309.8301,-6.2495,-6.2216,-0.2953,-0.3209,0.2694,0.2762,24.1134,24.2833,23.955,0.3549,0.0095,0.0163,0.1,0.2,0.063,0.0265,0.1699,0.0068,0.1
S00000nha,278.3138,278.2944,-3.9834,-3.9956,-0.1825,-0.189,-0.0981,-0.0976,22.6033,22.7152,18.482,0.7003,0.0064,0.013,1.0,1.0,0.0229,0.0065,0.1118,0.0066,0.0
S00003AZa,252.7167,252.7537,-30.2347,-30.2414,0.4829,0.4701,-0.0404,-0.0375,23.5113,23.666,21.285,0.2419,0.0148,0.0084,0.4,0.42,0.0327,0.0131,0.1547,-0.0064,0.02
S00003mAa,303.8954,303.8386,-24.0634,-24.1318,-0.2904,-0.3004,-0.2569,-0.2504,23.0101,23.0846,21.202,0.5717,0.016,0.0223,0.73,0.92,0.0858,0.0119,0.0745,0.0063,0.19
S00000cEa,23.5054,23.4395,-40.6095,-40.6633,-0.2501,-0.2552,-0.0495,-0.0455,24.2358,24.166,17.726,0.7081,0.012,0.0181,0.1,0.11,0.0734,0.0066,-0.0698,0.0061,0.01
S00001pva,337.4835,337.4421,-9.5475,-9.561,-0.2612,-0.2674,0.0136,0.0156,24.2606,24.2132,20.124,0.4412,0.0046,0.0106,0.0,0.0,0.043,0.0065,-0.0474,0.006,0.0
S00000T9a,258.916,258.9163,-40.3289,-40.3153,-0.0067,-0.0148,0.2278,0.2294,23.2448,23.2506,19.552,0.6014,0.0247,0.0189,0.99,1.0,0.0136,0.0082,0.0058,-0.0059,0.01
S0000Edja,3.7347,3.7722,0.3314,0.1927,-0.0459,-0.0811,-0.4591,-0.4564,24.105,24.0493,24.281,0.6907,0.0479,0.0535,0.22,0.16,0.1437,0.0353,-0.0556,0.0056,-0.06
S0000nZKa,273.5991,273.6125,-49.8071,-49.8004,0.4343,0.4002,0.2651,0.2649,24.0272,23.8795,23.64,0.4996,0.0229,0.0173,0.8,0.73,0.0109,0.0341,-0.1477,-0.0056,-0.07
S000002ta,255.5868,255.6012,-33.0649,-33.0566,0.1953,0.1845,0.1534,0.1554,18.4438,18.4577,15.705,0.4035,0.0064,0.0118,0.32,0.28,0.0146,0.011,0.0139,0.0055,-0.04
S0000fv1a,263.1908,263.2071,-19.5401,-19.5565,0.2767,0.2526,-0.2437,-0.2415,23.8822,24.0717,23.098,0.4706,0.0182,0.0128,0.11,0.08,0.0224,0.0242,0.1895,-0.0054,-0.03
S0000PTGa,332.6043,332.5613,-5.465,-5.4661,-0.229,-0.2551,0.0807,0.0896,24.0925,24.0622,24.597,0.4003,0.0006,0.006,0.0,0.01,0.0428,0.0276,-0.0302,0.0054,0.01
S00005iRa,22.5996,22.5235,3.3256,3.3747,-0.1645,-0.1805,0.2354,0.2413,24.2284,24.275,21.767,0.3389,0.0132,0.0183,0.76,0.83,0.0905,0.0171,0.0466,0.0052,0.07
S00002Cha,262.4889,262.5182,-24.4395,-24.4383,0.4353,0.4236,0.0411,0.0423,23.6051,23.6635,20.891,0.496,0.0087,0.0036,0.29,0.17,0.0267,0.0117,0.0584,-0.0051,-0.12
S00000E9a,310.5098,310.4731,-7.9943,-8.0112,-0.2575,-0.2635,-0.0457,-0.044,23.4456,23.4618,19.158,0.463,0.0058,0.0108,0.14,0.37,0.04,0.0063,0.0162,0.005,0.23
S0000r9Za,331.5856,331.5612,-8.971,-9.0562,-0.2975,-0.3292,-0.4427,-0.4335,22.7733,22.8719,23.794,0.2702,0.0049,0.0098,0.1,0.12,0.0885,0.033,0.0986,0.0049,0.02
S00001eBa,263.6174,263.6024,-38.3168,-38.3091,-0.0948,-0.0996,0.0561,0.0592,24.0902,24.0041,19.959,0.6922,0.01,0.0148,1.0,1.0,0.0141,0.0057,-0.0861,0.0048,0.0
S00004Lra,22.0547,22.0121,-3.9883,-4.026,-0.1732,-0.1926,-0.064,-0.0576,23.5015,23.5509,21.634,0.3311,0.0031,0.0073,1.0,1.0,0.0568,0.0204,0.0494,0.0042,0.0
S00004Zya,14.0673,14.149,1.3062,1.3349,0.2878,0.2696,-0.0203,-0.0127,23.0922,23.1018,21.692,0.6043,0.0128,0.0088,0.95,0.97,0.0866,0.0197,0.0096,-0.004,0.02
S00000S8a,42.0471,42.0825,-10.2338,-10.3503,-0.0134,-0.0231,-0.3473,-0.347,24.118,24.0037,19.529,0.627,0.027,0.0309,0.85,0.95,0.1215,0.0097,-0.1144,0.0039,0.1
S000023Wa,256.7389,256.7672,-22.7527,-22.7579,0.4103,0.4005,-0.0429,-0.0416,23.6063,23.5746,20.596,0.3845,0.006,0.0023,0.07,0.04,0.0267,0.0099,-0.0318,-0.0037,-0.03
S0000eoRa,273.2874,273.2939,-49.9945,-49.9887,0.2279,0.1958,0.2315,0.2312,23.5608,23.6009,23.006,0.2905,0.0105,0.0142,0.32,0.2,0.0071,0.0321,0.0401,0.0037,-0.12
S000026ya,47.1343,47.2821,-5.7653,-5.789,0.4137,0.3963,-0.1854,-0.1821,22.5714,22.6492,20.621,0.38,0.0158,0.0122,0.6,0.61,0.1489,0.0177,0.0778,-0.0036,0.01
S00007asa,293.6394,293.5988,-25.5696,-25.5377,-0.1252,-0.1409,0.1732,0.1848,22.5097,22.5283,22.141,0.3763,0.0026,0.0061,0.05,0.12,0.0485,0.0195,0.0186,0.0035,0.07
S0000bXSa,275.2706,275.316,-26.8656,-26.861,0.4018,0.384,0.0274,0.0318,24.2335,24.4422,22.777,0.4898,0.0098,0.0065,0.93,0.89,0.0408,0.0183,0.2088,-0.0033,-0.04
S00000rda,47.3878,47.4169,-2.2631,-2.3266,0.0309,0.0226,-0.194,-0.193,23.547,23.6146,18.676,0.5871,0.0108,0.0141,0.6,0.91,0.0698,0.0084,0.0675,0.0032,0.31
S00000qIa,47.3481,47.3747,-7.7117,-7.7555,0.0399,0.0332,-0.1405,-0.1397,24.3543,24.0209,18.653,0.646,0.0063,0.0031,0.1,0.18,0.0511,0.0067,-0.3334,-0.0032,0.08
S0000Xhaa,283.3555,283.353,-49.7064,-49.7076,-0.0129,-0.0834,-0.0354,-0.0398,23.4066,23.4863,24.762,0.1576,0.0007,0.0039,0.1,0.25,0.002,0.0707,0.0797,0.0031,0.15
S000007qa,283.5328,283.4868,-28.7854,-28.7775,-0.1735,-0.1826,0.0517,0.0613,18.2215,18.2367,17.065,0.3878,0.0023,0.0054,1.0,1.0,0.0411,0.0132,0.0152,0.0031,0.0
S0000t9qa,310.4882,310.4544,-13.8111,-13.8025,-0.1261,-0.1472,0.0806,0.0885,23.9086,24.017,23.882,0.7443,0.0007,0.0037,0.02,0.01,0.0339,0.0226,0.1084,0.003,-0.01
S00000nra,315.4559,315.416,-12.7675,-12.7808,-0.2587,-0.2644,-0.0121,-0.0103,22.8895,22.9657,18.49,0.4811,0.0025,0.0055,0.03,0.02,0.0411,0.006,0.0761,0.003,-0.01
S0000131a,252.2084,252.2367,-31.2158,-31.2123,0.3481,0.3408,0.0907,0.0923,23.5104,23.6479,19.756,0.4882,0.0046,0.0074,0.02,0.05,0.0244,0.0075,0.1375,0.0027,0.03
S000077Ka,307.8171,307.7678,-5.7707,-5.7562,-0.2737,-0.2981,0.169,0.1753,22.4515,22.4797,22.133,0.4273,0.0079,0.0053,0.12,0.31,0.0512,0.0252,0.0282,-0.0026,0.19
S00003qGa,33.5812,33.7057,-5.3194,-5.3684,0.2969,0.2701,-0.2462,-0.2389,22.1856,22.2814,21.226,0.184,0.0049,0.0075,0.69,0.64,0.1333,0.0278,0.0959,0.0025,-0.05
S00001BAa,250.6979,250.7304,-17.4121,-17.4165,0.4792,0.4704,-0.0051,-0.0044,23.4552,23.5162,20.285,0.3873,0.0048,0.0024,0.15,0.4,0.0313,0.0088,0.061,-0.0024,0.25
S00000g3a,317.288,317.2484,-9.9124,-9.9268,-0.2654,-0.2701,-0.0157,-0.0143,23.1332,23.1391,18.021,0.7224,0.0109,0.0133,0.03,0.05,0.0416,0.0049,0.0059,0.0024,0.02
S0000Woya,344.4142,344.3457,2.2758,2.3028,-0.1775,-0.2204,0.1866,0.2044,23.7181,23.6959,24.744,0.6678,0.006,0.0037,0.02,0.02,0.0736,0.0464,-0.0222,-0.0023,0.0
S0000i9Ra,351.4195,351.3175,-10.1242,-10.1031,-0.2911,-0.3233,0.2143,0.2283,22.6453,22.7174,23.294,0.4417,0.0066,0.0089,0.1,0.18,0.1026,0.0351,0.0721,0.0023,0.08
S000099ta,35.0578,35.0261,-12.8932,-12.9312,-0.1256,-0.1533,-0.0694,-0.0615,23.7721,23.8329,22.444,0.276,0.0059,0.0036,1.0,1.0,0.0489,0.0288,0.0609,-0.0023,0.0
S0000412a,318.7074,318.6585,-16.792,-16.8857,-0.3109,-0.3289,-0.3464,-0.3388,22.0126,22.1389,21.422,0.4691,0.0098,0.0121,0.16,0.19,0.1047,0.0195,0.1263,0.0023,0.03
S0000bmqa,275.0815,275.115,-30.7444,-30.7401,0.3036,0.2796,0.0286,0.0358,23.2401,23.2354,22.712,0.5772,0.0036,0.0015,0.32,0.22,0.0291,0.0251,-0.0047,-0.0021,-0.1
S0000f2ka,273.3387,273.355,-21.1662,-21.1495,0.1668,0.1479,0.151,0.1552,24.1144,24.1752,23.06,0.4188,0.0041,0.0061,0.05,0.05,0.0226,0.0193,0.0608,0.002,0.0
S00006OOa,261.2999,261.3206,-24.5123,-24.5199,0.3243,0.3077,-0.1045,-0.1023,23.781,23.8238,22.079,0.3328,0.0072,0.0052,0.04,0.03,0.0204,0.0168,0.0429,-0.002,-0.01
S00000gda,266.0645,266.0586,-39.4295,-39.4226,-0.0363,-0.0389,0.0531,0.0547,24.3658,24.1221,18.033,0.6082,0.002,0.0038,0.99,0.99,0.0082,0.003,-0.2437,0.0019,0.0
S00000mVa,286.0847,286.0404,-24.6373,-24.6568,-0.1935,-0.1993,-0.0755,-0.0698,20.7727,20.8132,18.463,0.3776,0.0087,0.0068,1.0,1.0,0.0448,0.0081,0.0405,-0.0019,0.0
S00007Tla,15.8162,15.8028,-11.8038,-11.868,-0.1185,-0.1459,-0.1804,-0.1712,23.09,23.0462,22.26,0.1542,0.0054,0.0036,0.02,0.07,0.0655,0.0289,-0.0437,-0.0018,0.05
S0000mj2a,41.6772,41.6613,-7.2203,-7.2171,-0.033,-0.0709,0.0233,0.0335,24.0363,23.812,23.549,0.6702,0.0089,0.0071,0.5,0.97,0.0161,0.0392,-0.2243,-0.0018,0.47
S00008kIa,327.2502,327.1957,-6.0938,-6.1796,-0.4785,-0.4936,-0.3855,-0.3799,23.439,23.451,22.328,0.2702,1.0,0.9982,0.98,0.99,0.1015,0.0161,0.012,-0.0018,0.01
S000004ia,332.0956,332.0572,-12.69,-12.7122,-0.2646,-0.2701,-0.0485,-0.0466,20.7742,20.7736,16.387,0.4872,0.0033,0.005,0.01,0.01,0.0436,0.0057,-0.0006,0.0017,0.0
S000017Sa,245.4652,245.4669,-36.7059,-36.6982,0.0088,0.0014,0.1077,0.1102,23.2076,23.1562,19.845,0.836,0.0027,0.0043,0.98,1.0,0.0078,0.0078,-0.0514,0.0016,0.02
S0000wsda,19.6768,19.6318,-3.5724,-3.5645,-0.1085,-0.1578,0.0751,0.0933,23.2319,23.2864,24.015,0.182,0.0034,0.0019,0.05,0.27,0.0456,0.0525,0.0545,-0.0016,0.22
S00002SFa,259.7977,259.8197,-27.2077,-27.207,0.3225,0.3122,0.0321,0.0336,23.9659,24.1061,21.01,0.2601,0.0011,0.0027,0.02,0.02,0.0195,0.0104,0.1401,0.0016,0.0
S0000h4Pa,328.3532,328.3312,-13.9133,-13.9546,-0.189,-0.2212,-0.2038,-0.1944,22.295,22.3435,23.218,0.4772,0.0056,0.004,0.07,0.03,0.0464,0.0335,0.0484,-0.0016,-0.04
S00001NYa,265.1865,265.2126,-31.5423,-31.5209,0.1893,0.1822,0.1829,0.1856,23.7758,23.7195,20.43,0.3884,0.0033,0.0047,0.03,0.03,0.0309,0.0076,-0.0563,0.0015,0.0
S0000o7La,33.9647,34.0493,-2.9453,-3.0477,0.1378,0.1075,-0.3456,-0.3413,24.3348,24.0898,23.647,0.644,0.0201,0.0186,0.09,0.1,0.1328,0.0307,-0.245,-0.0015,0.01
S00000Efa,315.3807,315.3427,-12.8202,-12.8261,-0.2314,-0.2403,0.0294,0.0322,22.0273,22.0682,19.161,0.4877,0.0015,0.003,0.01,0.02,0.0376,0.0093,0.0409,0.0014,0.01
S00001J9a,21.1183,21.0909,-3.5732,-3.627,-0.1494,-0.1607,-0.1308,-0.1277,24.0089,23.9046,20.376,0.4883,0.0024,0.0037,0.87,0.98,0.0604,0.0118,-0.1044,0.0014,0.11
S000021Oa,318.9713,318.9442,-12.1121,-12.1263,-0.1736,-0.1913,-0.039,-0.0331,21.3732,21.4143,20.575,0.4373,0.0005,0.0019,0.01,0.02,0.0301,0.0187,0.0411,0.0014,0.01
S00003FOa,18.0724,18.0682,-7.0856,-7.1252,-0.0594,-0.0731,-0.1159,-0.1118,24.2226,23.9928,21.312,0.4919,0.0024,0.001,0.01,0.01,0.0398,0.0143,-0.2298,-0.0013,0.0
S00000dba,247.6481,247.656,-49.554,-49.5407,0.0455,0.042,0.1844,0.1858,23.9514,23.892,17.777,0.7065,0.0106,0.0119,0.97,0.98,0.0142,0.0037,-0.0594,0.0013,0.01
S000058Pa,261.3387,261.3716,-24.3034,-24.298,0.489,0.4723,0.1138,0.1156,23.4515,23.4781,21.729,0.2049,0.0297,0.0311,0.32,0.46,0.0305,0.0169,0.0266,0.0013,0.14
S000007ea,258.8878,258.8814,-20.5236,-20.526,-0.0815,-0.0871,-0.044,-0.0433,21.5491,21.5712,17.032,0.8052,0.003,0.0044,1.0,1.0,0.0065,0.0056,0.0221,0.0013,0.0
S00003Kxa,311.8005,311.7589,-13.6551,-13.729,-0.2594,-0.2782,-0.2953,-0.2859,21.5923,21.6581,21.337,0.1509,0.004,0.0026,0.13,0.19,0.0843,0.021,0.0657,-0.0013,0.06
S00000swa,265.5707,265.5611,-21.5618,-21.5592,-0.0703,-0.0751,0.0189,0.0204,23.0189,22.9992,18.734,0.7306,0.003,0.0018,1.0,1.0,0.0093,0.005,-0.0197,-0.0012,0.0
S00005LMa,274.0668,274.1008,-28.4323,-28.4202,0.2996,0.2878,0.1054,0.1083,24.3071,24.206,21.872,0.4193,0.0046,0.0034,0.07,0.06,0.0323,0.0122,-0.101,-0.0012,-0.01
S00008g5a,263.8441,263.8438,-42.5592,-42.5569,0.0184,-0.0044,0.0381,0.0424,23.4154,23.3377,22.317,0.289,0.0023,0.0034,0.07,0.32,0.0023,0.0231,-0.0777,0.001,0.25
S0000kWva,299.3757,299.3511,-25.9495,-25.9832,-0.108,-0.1279,-0.1426,-0.1292,23.4556,23.4696,23.471,0.4316,0.0005,0.0015,0.02,0.02,0.0402,0.024,0.014,0.001,0.0
S00001mna,306.3231,306.2863,-11.4634,-11.4709,-0.2349,-0.2414,0.0073,0.0092,23.9226,24.1136,20.079,0.5517,0.0028,0.0037,0.15,0.43,0.0368,0.0068,0.191,0.001,0.28
S00000QUa,307.2613,307.2285,-12.7339,-12.7401,-0.2073,-0.2133,0.0103,0.0121,23.5924,23.6159,19.5,0.5041,0.0005,0.0014,0.01,0.02,0.0326,0.0064,0.0235,0.0009,0.01
S00000pta,268.0746,268.0692,-15.5911,-15.5922,-0.0372,-0.0439,-0.0109,-0.0096,22.0824,22.0907,18.594,0.57,0.0009,0.0017,0.96,0.98,0.0054,0.0068,0.0083,0.0009,0.02
S000031ha,286.905,286.8525,-23.0277,-22.986,-0.2003,-0.2059,0.2267,0.2312,23.679,23.827,21.069,0.5501,0.0704,0.0713,0.94,0.97,0.0639,0.0072,0.148,0.0009,0.03
S00001xHa,318.0124,317.9609,-4.3428,-4.3657,-0.3326,-0.3403,-0.04,-0.0378,23.7227,23.8763,20.235,0.4763,0.9991,1.0,0.99,1.0,0.0562,0.0081,0.1536,0.0009,0.01
S00008uqa,40.5734,40.5819,-2.801,-2.769,0.061,0.0342,0.076,0.0834,23.6362,23.4208,22.351,0.3996,0.0024,0.0016,0.08,0.23,0.0331,0.0278,-0.2153,-0.0009,0.15
S00004PRa,325.847,325.8036,-4.2855,-4.2792,-0.2098,-0.2438,0.1151,0.1265,20.797,20.8458,21.653,0.4945,0.0003,0.0012,0.03,0.03,0.0438,0.0358,0.0488,0.0009,0.0
S00001Uxa,294.5001,294.4547,-27.6434,-27.6667,-0.2024,-0.2067,-0.0801,-0.0763,24.3293,24.3788,20.501,0.6284,0.0039,0.0048,0.96,1.0,0.0464,0.0057,0.0495,0.0009,0.04
S00008OLa,23.2146,23.2028,0.3058,0.3177,-0.0061,-0.0464,0.0446,0.0589,22.1827,22.206,22.398,0.4453,0.0014,0.0021,0.01,0.04,0.0167,0.0428,0.0233,0.0008,0.03
S00000uIa,287.0237,286.9946,-28.7521,-28.7617,-0.1203,-0.1243,-0.0334,-0.0287,22.1208,22.141,18.826,0.341,0.0025,0.0016,0.71,0.84,0.0273,0.0061,0.0202,-0.0008,0.13
S0000iHca,351.2572,351.2467,-6.4136,-6.4934,-0.1464,-0.1691,-0.2754,-0.2687,24.0031,23.9103,23.33,0.5436,0.0089,0.0097,0.15,0.1,0.0805,0.0237,-0.0927,0.0008,-0.05
S00006oTa,344.7813,344.7287,-0.3772,-0.4794,-0.3343,-0.3488,-0.293,-0.2867,23.5485,23.6048,22.0,0.5774,0.014,0.0132,0.13,0.16,0.115,0.0158,0.0563,-0.0008,0.03
S000041Ea,319.2404,319.2238,-13.5408,-13.5463,-0.0886,-0.1117,-0.0056,0.0018,21.5395,21.5864,21.425,0.4138,0.0004,0.0012,0.28,0.35,0.017,0.0243,0.0468,0.0008,0.07
S0000681a,269.4832,269.4928,-20.4971,-20.4752,0.0915,0.0793,0.1876,0.1903,23.919,23.8139,21.947,0.2002,0.0027,0.0035,0.07,0.09,0.0236,0.0124,-0.1051,0.0008,0.02
S0000RNZa,321.4056,321.3706,-13.6672,-13.6818,-0.2128,-0.2391,-0.0252,-0.0171,24.48,24.4522,24.642,0.5996,0.0006,0.0014,0.0,0.0,0.037,0.0275,-0.0277,0.0008,0.0
S00006qJa,277.128,277.1358,-4.4584,-4.478,0.0777,0.0653,-0.1793,-0.178,24.3183,24.2363,22.006,0.2509,0.0076,0.0068,0.02,0.02,0.0211,0.0124,-0.082,-0.0008,0.0
S00000bNa,308.6936,308.6621,-11.8321,-11.8389,-0.2033,-0.2069,0.0067,0.0078,23.6023,23.6009,17.639,0.6848,0.0006,0.0013,0.01,0.01,0.0316,0.0038,-0.0014,0.0007,0.0
S00002eea,252.0122,252.0349,-17.3946,-17.3982,0.3396,0.3315,-0.0132,-0.0125,24.1237,24.036,20.692,0.7001,0.0013,0.002,0.01,0.01,0.022,0.0081,-0.0877,0.0007,0.0
S00000Aya,40.731,40.8311,-1.0394,-1.03,0.2911,0.2641,-0.0641,-0.0566,20.2667,20.2965,19.042,0.4876,0.001,0.0003,0.87,0.9,0.1005,0.0281,0.0298,-0.0007,0.03
S00007WIa,260.1528,260.1561,-20.831,-20.8355,0.0748,0.054,-0.0654,-0.0631,23.3483,23.2872,22.269,0.3154,0.0026,0.0033,0.0,0.01,0.0055,0.0209,-0.061,0.0007,0.01
S000001La,260.6914,260.697,-28.2594,-28.2631,0.0936,0.084,-0.0542,-0.0527,18.3419,18.3448,15.287,0.4767,0.0011,0.0018,0.24,0.16,0.0062,0.0097,0.0029,0.0007,-0.08
S00000jAa,268.1525,268.1434,-45.1287,-45.118,-0.116,-0.122,0.1848,0.1858,23.113,23.1635,18.268,0.7874,0.0142,0.0135,1.0,1.0,0.0125,0.006,0.0505,-0.0007,0.0
S00005voa,11.3467,11.3178,-14.6221,-14.6568,-0.1286,-0.1503,-0.069,-0.0606,23.2192,23.2052,21.814,0.1878,0.0022,0.0029,0.01,0.02,0.0446,0.0233,-0.014,0.0007,0.01
S00000rMa,250.7174,250.75,-23.4488,-23.4527,0.4534,0.4443,-0.0009,0.0004,21.7445,21.8166,18.701,0.3867,0.0012,0.0019,0.91,0.89,0.0302,0.0093,0.0721,0.0007,-0.02
S0000386a,339.998,339.9298,-2.9081,-2.8854,-0.192,-0.2131,0.1709,0.1796,21.6593,21.6693,21.113,0.5986,0.0021,0.0015,0.04,0.02,0.0718,0.0228,0.01,-0.0006,-0.02
S000007ua,249.4899,249.4919,-24.6596,-24.6596,0.0301,0.0276,0.0037,0.0042,24.0096,23.8849,17.076,0.5882,0.002,0.0014,0.07,0.16,0.0019,0.0025,-0.1247,-0.0006,0.09
S000004va,2.6328,2.5975,-4.4004,-4.4573,-0.1635,-0.1829,-0.1243,-0.1183,18.024,18.0328,16.446,0.5783,0.001,0.0005,0.17,0.15,0.0669,0.0203,0.0087,-0.0006,-0.02
S00004sda,261.4124,261.4288,-28.1034,-28.1122,0.2512,0.2397,-0.1274,-0.1255,24.2025,24.2388,21.551,0.3061,0.0031,0.0037,0.04,0.05,0.0169,0.0117,0.0363,0.0006,0.01
S00000UGa,254.9545,254.9643,-25.3148,-25.3147,0.1365,0.1312,0.0145,0.0154,24.2661,24.2218,19.586,0.4915,0.0015,0.0021,0.0,0.01,0.0089,0.0054,-0.0443,0.0006,0.01
S00003yBa,263.9132,263.9062,-35.4481,-35.4426,-0.0386,-0.0467,0.0417,0.0462,23.9941,23.9324,21.272,0.4911,0.0019,0.0025,1.0,1.0,0.008,0.0093,-0.0617,0.0006,0.0
S00000nKa,284.0891,284.0727,-6.9753,-6.9855,-0.1567,-0.1624,-0.0777,-0.077,23.139,23.1169,18.507,0.5952,0.0033,0.0039,1.0,1.0,0.0192,0.0058,-0.0221,0.0006,0.0
S00000Yua,300.4752,300.4353,-21.7398,-21.7377,-0.1694,-0.1736,0.0454,0.0481,23.8447,23.7982,19.666,0.4955,0.0021,0.0015,0.0,0.02,0.0371,0.0049,-0.0465,-0.0006,0.02
